Outs,1B,2B,3B,RunEnv_,wOBA,RE,count,State,,,,,
2,0,1,1,3.75,0.3,0.5,32,10,,,,,
2,0,1,1,4,0.3,0.4578,312,10,,,,,
2,0,1,1,4.75,0.34,0.7091,167,10,,,,,
2,0,1,1,4.5,0.27,0.0455,22,10,,,,,
2,0,1,1,3.75,0.29,0.3,20,10,,,,,
2,0,1,1,3.75,0.39,3,2,10,,,,,
2,0,1,1,5,0.4,2,1,10,,,,,
2,0,1,1,3.75,0.35,1.0385,26,10,,,,,
2,0,1,1,4.25,0.27,0.1579,38,10,,,,,
2,0,1,1,4.5,0.3,0.5224,269,10,,,,,
2,0,1,1,4,0.41,3,1,10,,,,,
2,0,1,1,4.25,0.35,0.5625,434,10,,,,,
2,0,1,1,4.75,0.35,0.7248,110,10,,,,,
2,0,1,1,4.75,0.27,0.5714,7,10,,,,,
2,0,1,1,4.75,0.33,0.5536,168,10,,,,,
2,0,1,1,4,0.25,0,2,10,,,,,
2,0,1,1,3.75,0.36,0.5,14,10,,,,,
2,0,1,1,5,0.38,0.7857,14,10,,,,,
2,0,1,1,4.5,0.35,0.6185,369,10,,,,,
2,0,1,1,4.5,0.29,0.4823,141,10,,,,,
2,0,1,1,4.5,0.37,0.7373,118,10,,,,,
2,0,1,1,4,0.29,0.4575,248,10,,,,,
2,0,1,1,4.5,0.26,0,5,10,,,,,
2,0,1,1,4,0.4,0.8,10,10,,,,,
2,0,1,1,5,0.28,0,3,10,,,,,
2,0,1,1,3.75,0.37,0,2,10,,,,,
2,0,1,1,4.5,0.41,0.6,10,10,,,,,
2,0,1,1,4.5,0.28,0.459,61,10,,,,,
2,0,1,1,4.75,0.39,0.9,10,10,,,,,
2,0,1,1,5,0.39,1.5,4,10,,,,,
2,0,1,1,4.5,0.42,3,1,10,,,,,
2,0,1,1,4.5,0.39,0.5714,35,10,,,,,
2,0,1,1,4,0.28,0.2857,91,10,,,,,
2,0,1,1,4,0.34,0.5753,449,10,,,,,
2,0,1,1,4.5,0.25,0,1,10,,,,,
2,0,1,1,5,0.31,0.5,18,10,,,,,
2,0,1,1,4,0.33,0.6376,519,10,,,,,
1,0,1,0,4.5,0.38,0.9225,260,11,,,,,
1,0,1,0,5,0.3,0.6429,43,11,,,,,
1,0,1,0,4.25,0.29,0.5291,523,11,,,,,
1,0,1,0,4.75,0.37,0.7308,158,11,,,,,
1,0,1,0,4.25,0.32,0.6525,2216,11,,,,,
1,0,1,0,5,0.31,1.0727,55,11,,,,,
1,0,1,0,4.5,0.34,0.7346,1288,11,,,,,
1,0,1,0,5,0.33,0.5041,122,11,,,,,
1,0,1,0,4.25,0.26,1.0526,19,11,,,,,
1,0,1,0,4,0.28,0.4269,253,11,,,,,
1,0,1,0,4.75,0.4,0.8333,24,11,,,,,
1,0,1,0,4.25,0.28,0.6255,277,11,,,,,
1,0,1,0,4.25,0.42,0.5,4,11,,,,,
1,0,1,0,3.75,0.27,0.3077,13,11,,,,,
1,0,1,0,4.25,0.34,0.6505,1667,11,,,,,
1,0,1,0,4.5,0.37,0.7133,459,11,,,,,
1,0,1,0,4.25,0.25,0.25,4,11,,,,,
1,0,1,0,4.25,0.35,0.6787,1366,11,,,,,
1,0,1,0,5,0.29,0.5517,29,11,,,,,
1,0,1,0,4.5,0.26,0.4545,22,11,,,,,
1,0,1,0,4,0.33,0.6403,1676,11,,,,,
1,0,1,0,3.75,0.38,1.2,5,11,,,,,
1,0,1,0,3.75,0.35,0.7045,88,11,,,,,
1,0,1,0,4.5,0.36,0.7326,738,11,,,,,
1,0,1,0,4.25,0.33,0.6327,2059,11,,,,,
1,0,1,0,3.75,0.32,0.6875,145,11,,,,,
1,0,1,0,5,0.32,0.5841,113,11,,,,,
1,0,1,0,4.75,0.35,0.7573,380,11,,,,,
1,0,1,0,4.75,0.27,0.7895,19,11,,,,,
1,0,1,0,4.25,0.41,0.6889,45,11,,,,,
1,0,1,0,4.5,0.33,0.6823,1627,11,,,,,
1,0,1,0,4.5,0.4,0.8,60,11,,,,,
1,0,1,0,4.5,0.42,0.6667,3,11,,,,,
1,0,1,0,4.25,0.36,0.762,920,11,,,,,
1,0,1,0,4.5,0.32,0.6744,1662,11,,,,,
1,0,1,0,4.5,0.25,0,1,11,,,,,
1,0,1,0,3.75,0.33,0.6412,133,11,,,,,
1,0,1,0,5,0.39,0.25,4,11,,,,,
1,0,1,0,3.75,0.42,0.6667,3,11,,,,,
1,0,1,0,4,0.41,0.75,4,11,,,,,
1,0,1,0,4.75,0.26,0.125,8,11,,,,,
1,0,1,0,4.75,0.34,0.8271,401,11,,,,,
1,0,1,0,4.5,0.28,0.4971,174,11,,,,,
1,0,1,0,4.5,0.27,0.4151,53,11,,,,,
1,0,1,0,5,0.35,0.887,118,11,,,,,
1,0,1,0,3.75,0.39,1,12,11,,,,,
1,0,1,0,4.5,0.35,0.7106,1107,11,,,,,
1,0,1,0,4.25,0.27,0.3495,103,11,,,,,
1,0,1,0,4.5,0.3,0.5599,806,11,,,,,
1,0,1,0,4.25,0.38,0.7879,332,11,,,,,
1,0,1,0,5,0.34,0.6931,103,11,,,,,
1,0,1,0,4,0.31,0.5492,1274,11,,,,,
1,0,1,0,5,0.37,0.7903,62,11,,,,,
1,0,1,0,4.25,0.3,0.5427,1036,11,,,,,
1,0,1,0,4.75,0.3,0.5874,209,11,,,,,
1,0,1,0,4,0.35,0.6555,902,11,,,,,
1,0,1,0,4.75,0.36,0.8159,279,11,,,,,
1,0,1,0,4.5,0.39,0.6711,153,11,,,,,
1,0,1,0,3.75,0.26,1,1,11,,,,,
1,0,1,0,4.75,0.33,0.6561,507,11,,,,,
1,0,1,0,4,0.25,0.1667,6,11,,,,,
1,0,1,0,4.75,0.38,0.7188,129,11,,,,,
1,0,1,0,4.75,0.39,0.6,35,11,,,,,
1,0,1,0,4.75,0.29,0.8,97,11,,,,,
1,0,1,0,3.75,0.4,0,1,11,,,,,
1,0,1,0,3.75,0.34,0.6283,114,11,,,,,
1,0,1,0,4.25,0.39,0.8431,206,11,,,,,
1,0,1,0,4.5,0.29,0.6602,363,11,,,,,
1,0,1,0,5,0.28,0.25,4,11,,,,,
1,0,1,0,4,0.36,0.6617,618,11,,,,,
1,0,1,0,3.75,0.31,0.4854,104,11,,,,,
1,0,1,0,4,0.39,0.9197,137,11,,,,,
1,0,1,0,4,0.37,0.7594,455,11,,,,,
1,0,1,0,5,0.36,0.6265,83,11,,,,,
1,0,1,0,4,0.29,0.4589,628,11,,,,,
1,0,1,0,5,0.38,0.5172,29,11,,,,,
1,0,1,0,4,0.42,1.125,8,11,,,,,
1,0,1,0,4.25,0.31,0.6047,1543,11,,,,,
1,0,1,0,4.25,0.4,0.8246,57,11,,,,,
1,0,1,0,4,0.32,0.5784,1629,11,,,,,
1,0,1,0,4,0.38,0.713,336,11,,,,,
1,0,1,0,3.75,0.37,0.625,16,11,,,,,
1,0,1,0,4.75,0.31,0.6837,314,11,,,,,
1,0,1,0,5,0.4,0.4444,9,11,,,,,
1,0,1,0,4.75,0.41,1.2,10,11,,,,,
1,0,1,0,4.5,0.31,0.5939,1169,11,,,,,
1,0,1,0,3.75,0.36,0.942,69,11,,,,,
1,0,1,0,4,0.4,0.6341,41,11,,,,,
1,0,1,0,4,0.3,0.5455,929,11,,,,,
1,0,1,0,3.75,0.3,0.6739,92,11,,,,,
1,0,1,0,4,0.34,0.62,1366,11,,,,,
1,0,1,0,4,0.26,0.4412,35,11,,,,,
1,0,1,0,4.75,0.32,0.6617,473,11,,,,,
1,0,1,0,4.25,0.37,0.6874,616,11,,,,,
1,0,1,0,4,0.27,0.4795,146,11,,,,,
1,0,1,0,3.75,0.28,0.2963,27,11,,,,,
1,0,1,0,4.75,0.28,0.6538,26,11,,,,,
1,0,1,0,3.75,0.29,0.4151,54,11,,,,,
1,0,1,0,4.5,0.41,1.0303,33,11,,,,,
2,1,1,1,4.5,0.36,0.9325,239,12,,,,,
2,1,1,1,4.25,0.39,0.9737,39,12,,,,,
2,1,1,1,4.25,0.3,0.5469,449,12,,,,,
2,1,1,1,4.25,0.32,0.7471,867,12,,,,,
2,1,1,1,4.5,0.41,1,10,12,,,,,
2,1,1,1,4.5,0.32,0.7377,597,12,,,,,
2,1,1,1,4.25,0.38,0.8488,88,12,,,,,
2,1,1,1,4,0.29,0.5719,279,12,,,,,
2,1,1,1,3.75,0.27,0.4,15,12,,,,,
2,1,1,1,5,0.4,0,1,12,,,,,
2,1,1,1,4.25,0.29,0.6347,220,12,,,,,
2,1,1,1,5,0.32,0.4792,48,12,,,,,
2,1,1,1,4.75,0.39,1.5556,9,12,,,,,
2,1,1,1,4,0.26,0.3913,23,12,,,,,
2,1,1,1,3.75,0.36,0.6818,22,12,,,,,
2,1,1,1,4.5,0.27,0.1714,35,12,,,,,
2,1,1,1,4.5,0.26,0.3182,22,12,,,,,
2,1,1,1,4.5,0.4,1.6154,14,12,,,,,
2,1,1,1,5,0.36,0.5909,22,12,,,,,
2,1,1,1,4.5,0.28,0.5294,85,12,,,,,
2,1,1,1,5,0.35,1.1698,54,12,,,,,
2,1,1,1,4.75,0.4,1.1667,6,12,,,,,
2,1,1,1,4.5,0.29,0.4807,182,12,,,,,
2,1,1,1,5,0.34,0.7234,47,12,,,,,
2,1,1,1,4.75,0.32,0.855,204,12,,,,,
2,1,1,1,4.25,0.25,0,1,12,,,,,
2,1,1,1,4.5,0.34,0.8136,478,12,,,,,
2,1,1,1,4.75,0.27,0.2308,13,12,,,,,
2,1,1,1,4,0.36,0.9786,188,12,,,,,
2,1,1,1,4,0.39,1,16,12,,,,,
2,1,1,1,4.25,0.27,0.2714,70,12,,,,,
2,1,1,1,3.75,0.31,0.4359,39,12,,,,,
2,1,1,1,4,0.38,0.8136,59,12,,,,,
2,1,1,1,5,0.31,0.3214,28,12,,,,,
2,1,1,1,4.75,0.35,1.0949,138,12,,,,,
2,1,1,1,3.75,0.4,0,1,12,,,,,
2,1,1,1,3.75,0.34,0.3611,36,12,,,,,
2,1,1,1,4.25,0.4,1.2143,15,12,,,,,
2,1,1,1,4.25,0.28,0.3852,122,12,,,,,
2,1,1,1,4.25,0.33,0.6898,729,12,,,,,
2,1,1,1,4.75,0.28,0.7619,21,12,,,,,
2,1,1,1,4,0.37,1,115,12,,,,,
2,1,1,1,5,0.3,1.1364,23,12,,,,,
2,1,1,1,4.5,0.35,0.8837,365,12,,,,,
2,1,1,1,3.75,0.28,0.5455,11,12,,,,,
2,1,1,1,5,0.33,0.8491,53,12,,,,,
2,1,1,1,4.25,0.41,0.625,8,12,,,,,
2,1,1,1,4.5,0.33,0.7901,594,12,,,,,
2,1,1,1,4,0.3,0.5069,367,12,,,,,
2,1,1,1,4,0.27,0.1651,109,12,,,,,
2,1,1,1,3.75,0.26,0,2,12,,,,,
2,1,1,1,4.75,0.36,0.7451,104,12,,,,,
2,1,1,1,4.25,0.34,0.7441,596,12,,,,,
2,1,1,1,4.75,0.37,0.8333,74,12,,,,,
2,1,1,1,4.5,0.3,0.6378,325,12,,,,,
2,1,1,1,4,0.31,0.6487,511,12,,,,,
2,1,1,1,4.25,0.35,0.8601,485,12,,,,,
2,1,1,1,4.25,0.36,0.8717,268,12,,,,,
2,1,1,1,4.75,0.34,0.848,172,12,,,,,
2,1,1,1,4,0.25,0,1,12,,,,,
2,1,1,1,4.75,0.38,0.9722,36,12,,,,,
2,1,1,1,3.75,0.3,0.5128,39,12,,,,,
2,1,1,1,5,0.37,0.56,25,12,,,,,
2,1,1,1,4.25,0.26,0.1304,23,12,,,,,
2,1,1,1,4.5,0.39,0.8537,42,12,,,,,
2,1,1,1,5,0.29,0.125,9,12,,,,,
2,1,1,1,4,0.34,0.763,391,12,,,,,
2,1,1,1,4.75,0.41,4,1,12,,,,,
2,1,1,1,4.5,0.31,0.7031,458,12,,,,,
2,1,1,1,4.5,0.38,1.0676,76,12,,,,,
2,1,1,1,5,0.28,0,2,12,,,,,
2,1,1,1,4.75,0.31,0.5479,147,12,,,,,
2,1,1,1,4.5,0.37,0.7875,160,12,,,,,
2,1,1,1,3.75,0.32,0.6458,50,12,,,,,
2,1,1,1,3.75,0.37,0.3333,3,12,,,,,
2,1,1,1,4,0.35,0.653,270,12,,,,,
2,1,1,1,4,0.4,0.75,4,12,,,,,
2,1,1,1,4.75,0.29,0.4483,29,12,,,,,
2,1,1,1,4.5,0.25,0,1,12,,,,,
2,1,1,1,5,0.38,1.4167,12,12,,,,,
2,1,1,1,4.75,0.3,0.6548,86,12,,,,,
2,1,1,1,3.75,0.33,0.3333,33,12,,,,,
2,1,1,1,4.75,0.26,0.25,8,12,,,,,
2,1,1,1,4,0.32,0.7173,616,12,,,,,
2,1,1,1,3.75,0.29,0.4118,17,12,,,,,
2,1,1,1,4.25,0.37,0.8591,151,12,,,,,
2,1,1,1,4.25,0.31,0.6949,632,12,,,,,
2,1,1,1,4.75,0.33,0.8624,193,12,,,,,
2,1,1,1,4,0.33,0.8205,564,12,,,,,
2,1,1,1,4,0.28,0.5267,131,12,,,,,
2,1,1,1,5,0.39,0,3,12,,,,,
2,1,1,1,3.75,0.35,0.45,20,12,,,,,
0,1,0,0,5,0.28,1.3333,9,13,,,,,
0,1,0,0,4.75,0.36,0.9934,459,13,,,,,
0,1,0,0,4.75,0.32,0.7818,808,13,,,,,
0,1,0,0,4,0.39,0.8403,147,13,,,,,
0,1,0,0,4.5,0.33,0.8968,3042,13,,,,,
0,1,0,0,4.75,0.34,0.9619,768,13,,,,,
0,1,0,0,3.75,0.26,0,5,13,,,,,
0,1,0,0,4.25,0.3,0.7844,1972,13,,,,,
0,1,0,0,3.75,0.32,0.6755,267,13,,,,,
0,1,0,0,4.25,0.41,1,37,13,,,,,
0,1,0,0,4,0.41,0,2,13,,,,,
0,1,0,0,4.75,0.26,1.6667,6,13,,,,,
0,1,0,0,5,0.33,0.9734,264,13,,,,,
0,1,0,0,3.75,0.29,0.7075,106,13,,,,,
0,1,0,0,4.25,0.42,1.7778,9,13,,,,,
0,1,0,0,4.25,0.26,0.6667,60,13,,,,,
0,1,0,0,3.75,0.31,0.6564,228,13,,,,,
0,1,0,0,4.75,0.29,0.8564,182,13,,,,,
0,1,0,0,4.5,0.4,1.1075,94,13,,,,,
0,1,0,0,4.25,0.28,0.6907,473,13,,,,,
0,1,0,0,4.5,0.34,0.9375,2305,13,,,,,
0,1,0,0,5,0.35,0.9218,245,13,,,,,
0,1,0,0,4.25,0.32,0.8175,4334,13,,,,,
0,1,0,0,3.75,0.35,0.7761,135,13,,,,,
0,1,0,0,4.25,0.39,0.9953,214,13,,,,,
0,1,0,0,4.25,0.29,0.6709,1042,13,,,,,
0,1,0,0,4,0.28,0.7077,549,13,,,,,
0,1,0,0,3.75,0.33,0.861,189,13,,,,,
0,1,0,0,3.75,0.28,0.5306,49,13,,,,,
0,1,0,0,4,0.35,0.8938,1557,13,,,,,
0,1,0,0,4.5,0.36,0.9458,1199,13,,,,,
0,1,0,0,4.25,0.38,0.9794,491,13,,,,,
0,1,0,0,4,0.29,0.6627,1192,13,,,,,
0,1,0,0,4.5,0.27,0.938,129,13,,,,,
0,1,0,0,4,0.25,0.6667,12,13,,,,,
0,1,0,0,5,0.36,0.8958,146,13,,,,,
0,1,0,0,4,0.38,0.8912,385,13,,,,,
0,1,0,0,4.25,0.25,0.3333,3,13,,,,,
0,1,0,0,4,0.42,0.3571,14,13,,,,,
0,1,0,0,4.5,0.35,0.8835,1911,13,,,,,
0,1,0,0,3.75,0.38,1,6,13,,,,,
0,1,0,0,4,0.36,0.879,989,13,,,,,
0,1,0,0,4.5,0.29,0.8351,752,13,,,,,
0,1,0,0,3.75,0.25,0.5,2,13,,,,,
0,1,0,0,4.75,0.38,1.0782,182,13,,,,,
0,1,0,0,4.5,0.3,0.8031,1515,13,,,,,
0,1,0,0,4.5,0.41,1.1,20,13,,,,,
0,1,0,0,4.5,0.26,0.5,36,13,,,,,
0,1,0,0,4,0.27,0.6,281,13,,,,,
0,1,0,0,4.5,0.31,0.7992,2254,13,,,,,
0,1,0,0,3.75,0.37,1.4,26,13,,,,,
0,1,0,0,4.75,0.3,0.9501,405,13,,,,,
0,1,0,0,3.75,0.39,1,8,13,,,,,
0,1,0,0,5,0.3,0.8372,86,13,,,,,
0,1,0,0,4.75,0.31,0.8311,602,13,,,,,
0,1,0,0,4.75,0.33,0.8757,964,13,,,,,
0,1,0,0,4.75,0.39,1.027,37,13,,,,,
0,1,0,0,4,0.34,0.8247,2267,13,,,,,
0,1,0,0,5,0.34,1.0724,223,13,,,,,
0,1,0,0,4.75,0.37,0.9314,281,13,,,,,
0,1,0,0,4.5,0.37,0.9507,675,13,,,,,
0,1,0,0,5,0.37,1.0568,90,13,,,,,
0,1,0,0,5,0.27,1,1,13,,,,,
0,1,0,0,3.75,0.4,0.4545,11,13,,,,,
0,1,0,0,4,0.4,0.7959,50,13,,,,,
0,1,0,0,4.25,0.35,0.8935,2445,13,,,,,
0,1,0,0,4.75,0.41,1.3333,12,13,,,,,
0,1,0,0,4.25,0.36,0.9085,1421,13,,,,,
0,1,0,0,4.25,0.37,0.984,820,13,,,,,
0,1,0,0,4,0.3,0.72,1880,13,,,,,
0,1,0,0,4.75,0.27,0.5,40,13,,,,,
0,1,0,0,5,0.39,0.8333,12,13,,,,,
0,1,0,0,4.75,0.28,0.7037,81,13,,,,,
0,1,0,0,3.75,0.3,0.6731,157,13,,,,,
0,1,0,0,4.25,0.33,0.815,3869,13,,,,,
0,1,0,0,4,0.33,0.8298,3107,13,,,,,
0,1,0,0,4.25,0.4,0.8404,96,13,,,,,
0,1,0,0,3.75,0.27,0.9667,30,13,,,,,
0,1,0,0,3.75,0.34,0.8257,219,13,,,,,
0,1,0,0,4.5,0.32,0.834,3158,13,,,,,
0,1,0,0,4,0.31,0.7486,2649,13,,,,,
0,1,0,0,4.25,0.31,0.772,3120,13,,,,,
0,1,0,0,5,0.29,0.7381,42,13,,,,,
0,1,0,0,4.25,0.27,0.7745,235,13,,,,,
0,1,0,0,4.5,0.28,0.5977,346,13,,,,,
0,1,0,0,5,0.32,0.9469,207,13,,,,,
0,1,0,0,4,0.32,0.7894,3056,13,,,,,
0,1,0,0,3.75,0.42,1.5,4,13,,,,,
0,1,0,0,4,0.26,0.5714,70,13,,,,,
0,1,0,0,4,0.37,0.9492,573,13,,,,,
0,1,0,0,5,0.31,0.9917,122,13,,,,,
0,1,0,0,4.75,0.35,0.9761,678,13,,,,,
0,1,0,0,4.5,0.42,1.75,12,13,,,,,
0,1,0,0,4.5,0.38,1.0297,408,13,,,,,
0,1,0,0,4.5,0.39,0.9699,168,13,,,,,
0,1,0,0,4.25,0.34,0.8755,2988,13,,,,,
0,1,0,0,4.75,0.4,1,32,13,,,,,
0,1,0,0,5,0.38,1.3125,49,13,,,,,
0,1,0,0,5,0.4,0.6667,6,13,,,,,
0,1,0,0,3.75,0.36,0.614,117,13,,,,,
1,1,1,0,4.75,0.32,0.9553,410,14,,,,,
1,1,1,0,4,0.33,0.8466,1367,14,,,,,
1,1,1,0,3.75,0.37,1.2857,7,14,,,,,
1,1,1,0,5,0.35,0.6989,93,14,,,,,
1,1,1,0,4,0.41,0,1,14,,,,,
1,1,1,0,3.75,0.36,1.0364,55,14,,,,,
1,1,1,0,4.75,0.36,0.9577,218,14,,,,,
1,1,1,0,4.5,0.39,1.0882,102,14,,,,,
1,1,1,0,3.75,0.26,0,1,14,,,,,
1,1,1,0,5,0.34,1.0291,103,14,,,,,
1,1,1,0,4,0.4,1.4444,18,14,,,,,
1,1,1,0,3.75,0.33,0.961,79,14,,,,,
1,1,1,0,4.25,0.35,0.9586,1068,14,,,,,
1,1,1,0,4.25,0.38,0.9622,240,14,,,,,
1,1,1,0,4.25,0.37,0.8812,412,14,,,,,
1,1,1,0,4.75,0.37,0.9333,123,14,,,,,
1,1,1,0,4.25,0.41,1.5,20,14,,,,,
1,1,1,0,4.25,0.34,0.9096,1336,14,,,,,
1,1,1,0,3.75,0.32,0.8919,112,14,,,,,
1,1,1,0,4.75,0.35,1.0105,288,14,,,,,
1,1,1,0,5,0.4,1,4,14,,,,,
1,1,1,0,5,0.27,0,1,14,,,,,
1,1,1,0,4.25,0.28,0.5202,248,14,,,,,
1,1,1,0,4,0.35,1.0433,721,14,,,,,
1,1,1,0,3.75,0.4,0.5,2,14,,,,,
1,1,1,0,3.75,0.34,0.8602,95,14,,,,,
1,1,1,0,4.25,0.26,0.8125,16,14,,,,,
1,1,1,0,4,0.39,1.0694,72,14,,,,,
1,1,1,0,4.25,0.39,0.8793,116,14,,,,,
1,1,1,0,4.5,0.32,0.8656,1319,14,,,,,
1,1,1,0,4.75,0.4,1,13,14,,,,,
1,1,1,0,5,0.36,1.125,73,14,,,,,
1,1,1,0,4.25,0.42,0.6667,4,14,,,,,
1,1,1,0,3.75,0.29,0.6809,48,14,,,,,
1,1,1,0,4.25,0.27,0.7041,101,14,,,,,
1,1,1,0,4.25,0.4,1.3333,52,14,,,,,
1,1,1,0,4.75,0.29,0.6667,81,14,,,,,
1,1,1,0,4.25,0.31,0.7137,1316,14,,,,,
1,1,1,0,4.5,0.29,0.7036,340,14,,,,,
1,1,1,0,4.75,0.28,0.5366,41,14,,,,,
1,1,1,0,4.25,0.32,0.8424,1849,14,,,,,
1,1,1,0,3.75,0.35,0.8615,65,14,,,,,
1,1,1,0,4,0.27,0.5578,148,14,,,,,
1,1,1,0,5,0.37,0.8077,52,14,,,,,
1,1,1,0,4,0.34,0.8693,991,14,,,,,
1,1,1,0,4.5,0.34,0.9067,1070,14,,,,,
1,1,1,0,5,0.29,0.1667,18,14,,,,,
1,1,1,0,4,0.26,0.875,32,14,,,,,
1,1,1,0,4.25,0.36,0.8756,674,14,,,,,
1,1,1,0,5,0.28,0,3,14,,,,,
1,1,1,0,5,0.31,0.9016,63,14,,,,,
1,1,1,0,4.5,0.26,0.5333,15,14,,,,,
1,1,1,0,4.25,0.29,0.7377,451,14,,,,,
1,1,1,0,4.5,0.4,1.2703,38,14,,,,,
1,1,1,0,4.5,0.27,0.7255,51,14,,,,,
1,1,1,0,3.75,0.28,0.6154,13,14,,,,,
1,1,1,0,4.75,0.27,0.6667,12,14,,,,,
1,1,1,0,3.75,0.38,0,1,14,,,,,
1,1,1,0,4.5,0.31,0.8031,987,14,,,,,
1,1,1,0,4.25,0.33,0.8851,1643,14,,,,,
1,1,1,0,4,0.38,1.0872,151,14,,,,,
1,1,1,0,4.5,0.25,0,1,14,,,,,
1,1,1,0,4.25,0.3,0.7971,834,14,,,,,
1,1,1,0,5,0.32,0.9533,108,14,,,,,
1,1,1,0,4.75,0.39,1.25,28,14,,,,,
1,1,1,0,4.5,0.42,1,4,14,,,,,
1,1,1,0,4,0.31,0.7812,1074,14,,,,,
1,1,1,0,4,0.25,0.4,5,14,,,,,
1,1,1,0,4,0.29,0.6254,576,14,,,,,
1,1,1,0,5,0.38,0.8649,38,14,,,,,
1,1,1,0,3.75,0.42,0,2,14,,,,,
1,1,1,0,4.5,0.38,0.9916,242,14,,,,,
1,1,1,0,4,0.37,0.9888,269,14,,,,,
1,1,1,0,3.75,0.3,0.7703,74,14,,,,,
1,1,1,0,4.5,0.41,0.9444,18,14,,,,,
1,1,1,0,5,0.3,1.4242,33,14,,,,,
1,1,1,0,4.5,0.37,1.0771,355,14,,,,,
1,1,1,0,4,0.28,0.565,225,14,,,,,
1,1,1,0,4.75,0.31,0.9577,260,14,,,,,
1,1,1,0,5,0.33,1.0354,113,14,,,,,
1,1,1,0,4.75,0.38,0.9307,101,14,,,,,
1,1,1,0,4.75,0.34,0.9828,352,14,,,,,
1,1,1,0,3.75,0.27,0.2,5,14,,,,,
1,1,1,0,4.5,0.36,0.9653,584,14,,,,,
1,1,1,0,4.75,0.26,1.2,5,14,,,,,
1,1,1,0,4.5,0.33,0.8802,1374,14,,,,,
1,1,1,0,4.75,0.33,0.862,416,14,,,,,
1,1,1,0,4.25,0.25,0,1,14,,,,,
1,1,1,0,4,0.36,1.0191,473,14,,,,,
1,1,1,0,3.75,0.31,0.6792,106,14,,,,,
1,1,1,0,4,0.32,0.8031,1374,14,,,,,
1,1,1,0,4,0.42,0.8182,11,14,,,,,
1,1,1,0,4.5,0.35,1.0709,827,14,,,,,
1,1,1,0,4,0.3,0.721,797,14,,,,,
1,1,1,0,4.5,0.3,0.7691,663,14,,,,,
1,1,1,0,5,0.39,0.9,10,14,,,,,
1,1,1,0,4.5,0.28,0.7152,153,14,,,,,
1,1,1,0,3.75,0.39,0,1,14,,,,,
1,1,1,0,4.75,0.3,0.7486,181,14,,,,,
1,1,1,0,4.75,0.41,1,4,14,,,,,
1,0,0,1,4.25,0.33,0.9202,672,15,,,,,
1,0,0,1,4,0.38,0.976,126,15,,,,,
1,0,0,1,4.75,0.35,1.0789,115,15,,,,,
1,0,0,1,4.25,0.42,0,2,15,,,,,
1,0,0,1,4.75,0.31,0.8595,123,15,,,,,
1,0,0,1,3.75,0.37,2,2,15,,,,,
1,0,0,1,5,0.36,1.0811,37,15,,,,,
1,0,0,1,4.75,0.38,0.8444,45,15,,,,,
1,0,0,1,4.25,0.32,0.9031,674,15,,,,,
1,0,0,1,4.75,0.41,1.2,5,15,,,,,
1,0,0,1,4.5,0.38,1.1455,110,15,,,,,
1,0,0,1,4.5,0.37,0.962,184,15,,,,,
1,0,0,1,3.75,0.28,0.75,4,15,,,,,
1,0,0,1,4.25,0.26,0.9091,11,15,,,,,
1,0,0,1,4.5,0.27,0.7,20,15,,,,,
1,0,0,1,5,0.31,1.2105,19,15,,,,,
1,0,0,1,4,0.29,0.849,193,15,,,,,
1,0,0,1,4,0.26,0.8,10,15,,,,,
1,0,0,1,3.75,0.26,0,1,15,,,,,
1,0,0,1,4.5,0.33,0.9507,572,15,,,,,
1,0,0,1,4.75,0.37,0.875,72,15,,,,,
1,0,0,1,4.5,0.32,0.9523,550,15,,,,,
1,0,0,1,4,0.3,0.8439,316,15,,,,,
1,0,0,1,5,0.3,0.7778,18,15,,,,,
1,0,0,1,4.5,0.34,0.9322,401,15,,,,,
1,0,0,1,4.5,0.42,1.5,4,15,,,,,
1,0,0,1,4.75,0.34,0.9701,134,15,,,,,
1,0,0,1,3.75,0.36,1.4444,27,15,,,,,
1,0,0,1,4,0.37,1.0389,180,15,,,,,
1,0,0,1,4.75,0.28,0.5385,13,15,,,,,
1,0,0,1,4,0.34,0.9591,492,15,,,,,
1,0,0,1,4.25,0.41,0.913,23,15,,,,,
1,0,0,1,4.75,0.36,0.8487,120,15,,,,,
1,0,0,1,4.75,0.32,0.8387,156,15,,,,,
1,0,0,1,4.5,0.39,1.0159,63,15,,,,,
1,0,0,1,4.75,0.4,1.5556,9,15,,,,,
1,0,0,1,3.75,0.32,0.7576,33,15,,,,,
1,0,0,1,4.5,0.28,0.7385,65,15,,,,,
1,0,0,1,4.25,0.29,0.8047,172,15,,,,,
1,0,0,1,5,0.37,0.6957,23,15,,,,,
1,0,0,1,4.5,0.3,0.8686,277,15,,,,,
1,0,0,1,3.75,0.35,1,24,15,,,,,
1,0,0,1,4.25,0.36,1.0841,334,15,,,,,
1,0,0,1,4.75,0.29,0.9643,28,15,,,,,
1,0,0,1,4.25,0.34,1.047,577,15,,,,,
1,0,0,1,4,0.27,0.6316,57,15,,,,,
1,0,0,1,3.75,0.4,1,2,15,,,,,
1,0,0,1,4.75,0.26,0.5,2,15,,,,,
1,0,0,1,4.25,0.39,1.1549,71,15,,,,,
1,0,0,1,4.75,0.39,1.1429,14,15,,,,,
1,0,0,1,4,0.28,0.7765,85,15,,,,,
1,0,0,1,4,0.35,0.9931,290,15,,,,,
1,0,0,1,4,0.32,0.9266,525,15,,,,,
