Outs,1B,2B,3B,RunEnv_,wOBA,RE,count,State,,,,,
2,0,0,1,4.5,0.4,0.5484,31,5,,,,,
2,0,0,1,3.75,0.33,0.3382,68,5,,,,,
2,0,0,1,4.5,0.3,0.2736,404,5,,,,,
2,0,0,1,4.25,0.31,0.3043,831,5,,,,,
2,0,0,1,4.75,0.41,0,4,5,,,,,
2,0,0,1,5,0.35,0.4304,79,5,,,,,
2,0,0,1,4,0.37,0.5079,191,5,,,,,
2,0,0,1,5,0.28,0,3,5,,,,,
2,0,0,1,3.75,0.34,0.4231,53,5,,,,,
2,0,0,1,4.75,0.36,0.3803,144,5,,,,,
2,0,0,1,4.25,0.38,0.3117,157,5,,,,,
2,0,0,1,4.25,0.34,0.3427,863,5,,,,,
2,0,0,1,4.75,0.37,0.3596,90,5,,,,,
2,0,0,1,4.25,0.26,0.1111,9,5,,,,,
2,0,0,1,4.75,0.33,0.3658,257,5,,,,,
2,0,0,1,5,0.32,0.25,64,5,,,,,
2,0,0,1,5,0.39,0.2,5,5,,,,,
2,0,0,1,3.75,0.35,0.4043,47,5,,,,,
2,0,0,1,4,0.29,0.225,362,5,,,,,
2,0,0,1,4.25,0.29,0.2337,261,5,,,,,
2,0,0,1,4.25,0.28,0.2138,146,5,,,,,
2,0,0,1,4.25,0.25,0,1,5,,,,,
2,0,0,1,4,0.42,0.6667,3,5,,,,,
2,0,0,1,4.5,0.34,0.4063,694,5,,,,,
2,1,1,0,4.25,0.36,0.431,719,6,,,,,
2,1,1,0,4.75,0.33,0.4597,511,6,,,,,
2,1,1,0,4.5,0.28,0.1965,229,6,,,,,
2,1,1,0,4.25,0.42,1,7,6,,,,,
2,1,1,0,4.5,0.35,0.5166,998,6,,,,,
2,1,1,0,3.75,0.27,0.1875,16,6,,,,,
2,1,1,0,4.25,0.31,0.3471,1719,6,,,,,
2,1,1,0,3.75,0.34,0.2371,98,6,,,,,
2,1,1,0,3.75,0.31,0.4237,119,6,,,,,
2,1,1,0,4.75,0.34,0.5819,412,6,,,,,
2,1,1,0,4.5,0.37,0.5777,370,6,,,,,
2,1,1,0,4.75,0.29,0.2991,109,6,,,,,
2,1,1,0,5,0.36,0.4889,91,6,,,,,
2,1,1,0,4.75,0.35,0.4173,370,6,,,,,
2,1,1,0,4,0.33,0.3869,1615,6,,,,,
2,1,1,0,4,0.34,0.4233,1328,6,,,,,
2,1,1,0,4.75,0.3,0.4426,237,6,,,,,
2,1,1,0,4.5,0.36,0.6071,648,6,,,,,
2,1,1,0,4.75,0.32,0.3941,545,6,,,,,
2,1,1,0,4.5,0.33,0.496,1651,6,,,,,
2,1,1,0,4.5,0.29,0.3413,465,6,,,,,
2,1,1,0,5,0.39,1.2857,7,6,,,,,
2,1,1,0,4.5,0.3,0.3904,922,6,,,,,
2,1,1,0,5,0.4,3,1,6,,,,,
2,1,1,0,5,0.29,0.1724,29,6,,,,,
2,1,1,0,4.5,0.25,0,1,6,,,,,
2,1,1,0,5,0.37,0.8361,61,6,,,,,
2,1,1,0,3.75,0.3,0.3168,101,6,,,,,
2,1,1,0,4.25,0.27,0.1513,152,6,,,,,
2,1,1,0,3.75,0.28,0.2121,33,6,,,,,
2,1,1,0,3.75,0.42,0.5,2,6,,,,,
2,1,1,0,3.75,0.29,0.1897,58,6,,,,,
2,1,1,0,4,0.37,0.6463,298,6,,,,,
2,1,1,0,4,0.27,0.1903,247,6,,,,,
2,1,1,0,4,0.3,0.3045,1012,6,,,,,
2,1,1,0,4.25,0.33,0.4355,1971,6,,,,,
2,1,1,0,3.75,0.37,0.4286,14,6,,,,,
2,1,1,0,4.25,0.34,0.4683,1600,6,,,,,
2,1,1,0,5,0.38,0.4643,28,6,,,,,
2,1,1,0,4.5,0.27,0.0882,102,6,,,,,
2,1,1,0,4.5,0.34,0.4858,1314,6,,,,,
2,1,1,0,4.75,0.28,0.0862,58,6,,,,,
2,1,1,0,4,0.42,0.3333,12,6,,,,,
2,1,1,0,4,0.31,0.3897,1406,6,,,,,
2,1,1,0,4.25,0.35,0.5008,1188,6,,,,,
2,1,1,0,4.75,0.31,0.3504,391,6,,,,,
2,1,1,0,3.75,0.39,0,6,6,,,,,
2,1,1,0,4.25,0.32,0.4106,2504,6,,,,,
2,1,1,0,4.75,0.41,0.625,8,6,,,,,
2,1,1,0,4.25,0.38,0.5551,254,6,,,,,
2,1,1,0,5,0.33,0.3354,160,6,,,,,
2,1,1,0,4.5,0.31,0.3902,1373,6,,,,,
2,1,1,0,4,0.39,0.7792,77,6,,,,,
2,1,1,0,5,0.3,0.0426,47,6,,,,,
2,1,1,0,4.75,0.26,1,3,6,,,,,
2,1,1,0,4,0.38,0.4689,180,6,,,,,
2,1,1,0,4.25,0.25,0,3,6,,,,,
2,1,1,0,4,0.35,0.4812,831,6,,,,,
2,1,1,0,4.25,0.26,0.0811,37,6,,,,,
2,1,1,0,4.5,0.39,0.4404,109,6,,,,,
2,1,1,0,4.5,0.4,0.5714,42,6,,,,,
2,1,1,0,3.75,0.32,0.3333,111,6,,,,,
2,1,1,0,4,0.32,0.3501,1692,6,,,,,
2,1,1,0,4.5,0.42,0,2,6,,,,,
2,1,1,0,3.75,0.38,2,1,6,,,,,
2,1,1,0,4.25,0.37,0.5634,484,6,,,,,
2,1,1,0,4,0.28,0.1601,356,6,,,,,
2,1,1,0,4,0.29,0.298,756,6,,,,,
2,1,1,0,4,0.36,0.5463,563,6,,,,,
2,1,1,0,4,0.26,0.0385,52,6,,,,,
2,1,1,0,5,0.28,0,8,6,,,,,
2,1,1,0,5,0.32,0.5571,143,6,,,,,
2,1,1,0,4.5,0.41,0.8571,14,6,,,,,
2,1,1,0,4,0.41,0,1,6,,,,,
2,1,1,0,4.25,0.41,0.5385,27,6,,,,,
2,1,1,0,3.75,0.35,0.4933,75,6,,,,,
2,1,1,0,3.75,0.26,0,10,6,,,,,
2,1,1,0,4.5,0.26,0.0811,37,6,,,,,
2,1,1,0,4.5,0.38,0.5258,218,6,,,,,
2,1,1,0,4.75,0.37,0.7338,154,6,,,,,
2,1,1,0,4.75,0.4,0.8824,17,6,,,,,
2,1,1,0,4.75,0.39,0.95,20,6,,,,,
2,1,1,0,3.75,0.4,1.3333,3,6,,,,,
2,1,1,0,3.75,0.36,0.3934,61,6,,,,,
2,1,1,0,4.75,0.36,0.5,283,6,,,,,
2,1,1,0,4.5,0.32,0.4574,1689,6,,,,,
2,1,1,0,3.75,0.33,0.3551,138,6,,,,,
2,1,1,0,4,0.25,0,7,6,,,,,
2,1,1,0,4.75,0.38,0.5254,118,6,,,,,
2,1,1,0,5,0.31,0.4348,69,6,,,,,
2,1,1,0,4.25,0.3,0.3543,1150,6,,,,,
2,1,1,0,4.25,0.28,0.2754,334,6,,,,,
2,1,1,0,4.25,0.4,0.525,40,6,,,,,
2,1,1,0,4,0.4,0.5625,17,6,,,,,
2,1,1,0,5,0.35,0.5085,118,6,,,,,
2,1,1,0,4.25,0.39,0.6186,120,6,,,,,
2,1,1,0,5,0.34,0.4188,118,6,,,,,
2,1,1,0,4.25,0.29,0.3356,585,6,,,,,
2,1,1,0,5,0.27,0,1,6,,,,,
2,1,1,0,4.75,0.27,0.0833,24,6,,,,,
0,0,0,0,4.25,0.38,0.587,2095,7,,,,,
0,0,0,0,3.75,0.31,0.4154,1027,7,,,,,
0,0,0,0,4.5,0.4,0.4987,378,7,,,,,
0,0,0,0,4,0.25,0.2414,29,7,,,,,
0,0,0,0,3.75,0.27,0.3137,102,7,,,,,
0,0,0,0,4.75,0.38,0.547,826,7,,,,,
0,0,0,0,5,0.39,0.6939,50,7,,,,,
0,0,0,0,4.25,0.35,0.5109,10726,7,,,,,
0,0,0,0,4.25,0.36,0.5262,6307,7,,,,,
0,0,0,0,4,0.28,0.3597,2297,7,,,,,
0,0,0,0,3.75,0.25,1.5,2,7,,,,,
0,0,0,0,3.75,0.3,0.3648,756,7,,,,,
0,0,0,0,4.5,0.31,0.4622,10251,7,,,,,
0,0,0,0,5,0.29,0.4305,153,7,,,,,
0,0,0,0,3.75,0.34,0.4976,1058,7,,,,,
0,0,0,0,4.25,0.41,0.5673,173,7,,,,,
0,0,0,0,4.75,0.31,0.5145,2817,7,,,,,
0,0,0,0,4,0.4,0.5119,172,7,,,,,
0,0,0,0,5,0.28,0.25,40,7,,,,,
0,0,0,0,3.75,0.29,0.335,413,7,,,,,
0,0,0,0,4.75,0.39,0.4,175,7,,,,,
0,0,0,0,4,0.34,0.484,11361,7,,,,,
0,0,0,0,3.75,0.4,0.4615,13,7,,,,,
0,0,0,0,4.5,0.39,0.536,851,7,,,,,
0,0,0,0,5,0.31,0.5146,481,7,,,,,
0,0,0,0,4.75,0.33,0.5349,4075,7,,,,,
0,0,0,0,4.75,0.3,0.4667,1750,7,,,,,
0,0,0,0,5,0.27,0,8,7,,,,,
0,0,0,0,4,0.26,0.3989,189,7,,,,,
0,0,0,0,4.75,0.36,0.5426,1837,7,,,,,
0,0,0,0,4.25,0.29,0.4006,4417,7,,,,,
0,0,0,0,4,0.3,0.3885,8323,7,,,,,
0,0,0,0,3.75,0.33,0.4853,920,7,,,,,
0,0,0,0,4.5,0.25,1.5,2,7,,,,,
0,0,0,0,3.75,0.26,0.35,20,7,,,,,
0,0,0,0,4.25,0.31,0.4516,13670,7,,,,,
0,0,0,0,5,0.32,0.4479,981,7,,,,,
0,0,0,0,5,0.37,0.5874,450,7,,,,,
0,0,0,0,4,0.41,0.0714,14,7,,,,,
0,0,0,0,4,0.37,0.4897,2719,7,,,,,
0,0,0,0,4.75,0.4,0.4643,140,7,,,,,
0,0,0,0,4.25,0.25,0.2857,7,7,,,,,
0,0,0,0,4.75,0.27,0.3733,76,7,,,,,
0,0,0,0,4,0.33,0.463,15152,7,,,,,
0,0,0,0,4,0.36,0.4634,4607,7,,,,,
0,0,0,0,4.25,0.26,0.3729,177,7,,,,,
0,0,0,0,4.25,0.27,0.3925,859,7,,,,,
0,0,0,0,4.25,0.4,0.493,430,7,,,,,
0,0,0,0,4.25,0.28,0.4021,1914,7,,,,,
0,0,0,0,3.75,0.28,0.3806,157,7,,,,,
0,0,0,0,4.25,0.42,0.5333,31,7,,,,,
0,0,0,0,4.5,0.42,0.5417,24,7,,,,,
0,0,0,0,3.75,0.35,0.4534,625,7,,,,,
0,0,0,0,4.5,0.41,0.6792,107,7,,,,,
0,0,0,0,4.25,0.37,0.5389,3726,7,,,,,
0,0,0,0,4,0.29,0.3887,5521,7,,,,,
0,0,0,0,5,0.36,0.6894,632,7,,,,,
0,0,0,0,4.5,0.28,0.366,1288,7,,,,,
0,0,0,0,5,0.38,0.636,251,7,,,,,
0,0,0,0,4.5,0.34,0.5119,10734,7,,,,,
0,0,0,0,4,0.42,0.3548,63,7,,,,,
0,0,0,0,3.75,0.39,0.4737,38,7,,,,,
0,0,0,0,5,0.4,0.7083,25,7,,,,,
0,0,0,0,4.5,0.33,0.5122,13943,7,,,,,
0,0,0,0,4.25,0.3,0.4244,8877,7,,,,,
0,0,0,0,4,0.32,0.427,13860,7,,,,,
0,0,0,0,4.75,0.35,0.5168,3177,7,,,,,
0,0,0,0,4.5,0.29,0.4764,3415,7,,,,,
0,0,0,0,4.5,0.3,0.4613,6830,7,,,,,
0,0,0,0,4.5,0.35,0.5172,8640,7,,,,,
0,0,0,0,5,0.3,0.5015,328,7,,,,,
0,0,0,0,4,0.39,0.535,736,7,,,,,
0,0,0,0,5,0.35,0.576,1099,7,,,,,
0,0,0,0,4.75,0.41,0.4186,43,7,,,,,
0,0,0,0,3.75,0.36,0.4173,511,7,,,,,
0,0,0,0,4.75,0.34,0.5483,3392,7,,,,,
0,0,0,0,4.5,0.37,0.522,2983,7,,,,,
0,0,0,0,4.75,0.29,0.4488,763,7,,,,,
0,0,0,0,4,0.27,0.3728,1274,7,,,,,
0,0,0,0,4.25,0.32,0.4635,19439,7,,,,,
0,0,0,0,4.25,0.33,0.4726,17628,7,,,,,
0,0,0,0,4,0.35,0.4587,7044,7,,,,,
0,0,0,0,4.5,0.32,0.488,14113,7,,,,,
0,0,0,0,4.5,0.26,0.5333,150,7,,,,,
0,0,0,0,4.5,0.38,0.5253,1809,7,,,,,
0,0,0,0,4.25,0.34,0.4904,14215,7,,,,,
0,0,0,0,4,0.31,0.4285,12008,7,,,,,
0,0,0,0,4.75,0.28,0.3472,288,7,,,,,
0,0,0,0,4.25,0.39,0.532,1083,7,,,,,
0,0,0,0,3.75,0.32,0.3916,1119,7,,,,,
0,0,0,0,4.75,0.37,0.6351,1281,7,,,,,
0,0,0,0,4.5,0.27,0.3944,499,7,,,,,
0,0,0,0,3.75,0.37,0.5253,100,7,,,,,
0,0,0,0,3.75,0.38,0.4,21,7,,,,,
0,0,0,0,3.75,0.42,0.4737,19,7,,,,,
0,0,0,0,4.75,0.26,0.7576,33,7,,,,,
0,0,0,0,4.5,0.36,0.5352,5468,7,,,,,
0,0,0,0,4.75,0.32,0.5176,3934,7,,,,,
0,0,0,0,5,0.34,0.59,1047,7,,,,,
0,0,0,0,5,0.33,0.5805,1021,7,,,,,
0,0,0,0,4,0.38,0.5277,1661,7,,,,,
2,1,0,1,4.25,0.39,0.3538,65,8,,,,,
2,1,0,1,4,0.37,0.7832,144,8,,,,,
2,1,0,1,4.25,0.37,0.5436,242,8,,,,,
2,1,0,1,4.25,0.25,0,1,8,,,,,
2,1,0,1,5,0.32,0.4167,60,8,,,,,
2,1,0,1,5,0.38,0.875,16,8,,,,,
2,1,0,1,4.5,0.31,0.4724,637,8,,,,,
2,1,0,1,4.25,0.26,0.1429,21,8,,,,,
2,1,0,1,4.25,0.35,0.51,603,8,,,,,
2,1,0,1,3.75,0.39,0.6,5,8,,,,,
2,1,0,1,4.5,0.35,0.5788,502,8,,,,,
2,1,0,1,3.75,0.36,0.3103,29,8,,,,,
2,1,0,1,3.75,0.34,0.6818,45,8,,,,,
2,1,0,1,4,0.31,0.3171,640,8,,,,,
2,1,0,1,5,0.35,0.5926,54,8,,,,,
2,1,0,1,4,0.32,0.4621,756,8,,,,,
2,1,0,1,4,0.27,0.1066,122,8,,,,,
2,1,0,1,4.75,0.29,0.3621,58,8,,,,,
2,1,0,1,4.25,0.31,0.446,796,8,,,,,
2,1,0,1,4,0.29,0.2824,348,8,,,,,
2,1,0,1,3.75,0.37,1.1429,7,8,,,,,
2,1,0,1,3.75,0.33,0.5,48,8,,,,,
2,1,0,1,5,0.28,0,1,8,,,,,
2,1,0,1,4.75,0.41,0,5,8,,,,,
2,1,0,1,4.75,0.32,0.5182,222,8,,,,,
2,1,0,1,4.5,0.38,0.4592,98,8,,,,,
2,1,0,1,5,0.34,0.5439,57,8,,,,,
2,1,0,1,4.25,0.3,0.3989,549,8,,,,,
2,1,0,1,4.5,0.32,0.5013,793,8,,,,,
2,1,0,1,5,0.3,0.1667,18,8,,,,,
2,1,0,1,4.75,0.33,0.5936,251,8,,,,,
2,1,0,1,4.25,0.29,0.3663,275,8,,,,,
2,1,0,1,4.25,0.28,0.2558,129,8,,,,,
2,1,0,1,4.75,0.39,0.5714,7,8,,,,,
2,1,0,1,4.5,0.3,0.4453,376,8,,,,,
2,1,0,1,4.75,0.27,0.25,8,8,,,,,
2,1,0,1,4,0.41,0,2,8,,,,,
2,1,0,1,4.25,0.36,0.5651,385,8,,,,,
2,1,0,1,4.75,0.37,0.5641,78,8,,,,,
2,1,0,1,4.75,0.35,0.7314,175,8,,,,,
2,1,0,1,5,0.4,0,2,8,,,,,
2,1,0,1,4.25,0.38,0.422,109,8,,,,,
2,1,0,1,4.5,0.37,0.5736,197,8,,,,,
2,1,0,1,4,0.28,0.2952,166,8,,,,,
2,1,0,1,4.5,0.4,0.8333,24,8,,,,,
2,1,0,1,4,0.3,0.3724,487,8,,,,,
2,1,0,1,4.25,0.42,0,1,8,,,,,
2,1,0,1,3.75,0.38,0,1,8,,,,,
2,1,0,1,4.75,0.38,0.4423,53,8,,,,,
2,1,0,1,4,0.36,0.5808,261,8,,,,,
2,1,0,1,3.75,0.28,0.2632,19,8,,,,,
2,1,0,1,4.5,0.39,0.6471,51,8,,,,,
2,1,0,1,3.75,0.3,0.2667,46,8,,,,,
2,1,0,1,5,0.27,0,1,8,,,,,
2,1,0,1,5,0.29,0.8571,7,8,,,,,
2,1,0,1,4.5,0.36,0.6534,329,8,,,,,
2,1,0,1,4.5,0.33,0.5084,776,8,,,,,
2,1,0,1,3.75,0.26,0,4,8,,,,,
2,1,0,1,4.75,0.4,0.2,5,8,,,,,
2,1,0,1,4,0.38,0.6698,106,8,,,,,
2,1,0,1,4.5,0.34,0.5479,640,8,,,,,
2,1,0,1,4,0.4,1.5714,7,8,,,,,
2,1,0,1,4.25,0.34,0.4695,789,8,,,,,
2,1,0,1,4.75,0.34,0.4872,196,8,,,,,
2,1,0,1,4,0.35,0.4714,438,8,,,,,
2,1,0,1,4.75,0.31,0.4257,149,8,,,,,
2,1,0,1,4.75,0.28,0.2353,17,8,,,,,
2,1,0,1,3.75,0.35,0.4286,28,8,,,,,
2,1,0,1,4.5,0.26,0.0588,17,8,,,,,
2,1,0,1,4.75,0.36,0.6224,144,8,,,,,
2,1,0,1,4,0.26,0.1333,15,8,,,,,
2,1,0,1,4.75,0.26,0,5,8,,,,,
2,1,0,1,4.25,0.4,0.5294,17,8,,,,,
2,1,0,1,4,0.33,0.4339,756,8,,,,,
2,1,0,1,5,0.39,1,2,8,,,,,
2,1,0,1,4,0.39,0.5,33,8,,,,,
2,1,0,1,4,0.34,0.4394,580,8,,,,,
2,1,0,1,4.5,0.28,0.1881,101,8,,,,,
2,1,0,1,4.25,0.41,0.5,16,8,,,,,
2,1,0,1,3.75,0.27,0,10,8,,,,,
2,1,0,1,5,0.31,0.2,20,8,,,,,
2,1,0,1,4,0.25,0,5,8,,,,,
2,1,0,1,5,0.33,0.6491,57,8,,,,,
2,1,0,1,5,0.36,0.75,52,8,,,,,
2,1,0,1,5,0.37,0.6957,23,8,,,,,
2,1,0,1,4.5,0.29,0.449,196,8,,,,,
2,1,0,1,4.75,0.3,0.3261,92,8,,,,,
2,1,0,1,4.25,0.33,0.4679,983,8,,,,,
2,1,0,1,3.75,0.29,0.2963,27,8,,,,,
2,1,0,1,4.25,0.27,0.0278,72,8,,,,,
2,1,0,1,3.75,0.31,0.3091,55,8,,,,,
2,1,0,1,3.75,0.32,0.3273,55,8,,,,,
2,1,0,1,4.5,0.27,0.2,30,8,,,,,
2,1,0,1,4,0.42,0,2,8,,,,,
2,1,0,1,3.75,0.42,3,1,8,,,,,
2,1,0,1,4.25,0.32,0.4289,1143,8,,,,,
2,1,0,1,4.5,0.41,0.6364,11,8,,,,,
1,1,0,0,4.25,0.31,0.4392,3322,9,,,,,
1,1,0,0,4.25,0.27,0.3502,238,9,,,,,
1,1,0,0,4,0.27,0.3117,385,9,,,,,
1,1,0,0,4.25,0.28,0.3624,577,9,,,,,
1,1,0,0,4.5,0.34,0.5432,2590,9,,,,,
1,1,0,0,4.5,0.32,0.4815,3367,9,,,,,
1,1,0,0,4.25,0.26,0.2273,44,9,,,,,
1,1,0,0,3.75,0.27,0.1852,27,9,,,,,
1,1,0,0,4.25,0.25,1.2,5,9,,,,,
1,1,0,0,3.75,0.37,0.4318,45,9,,,,,
1,1,0,0,3.75,0.4,1.25,8,9,,,,,
1,1,0,0,4,0.36,0.5519,1410,9,,,,,
1,1,0,0,5,0.29,0.4667,45,9,,,,,
1,1,0,0,5,0.33,0.5467,301,9,,,,,
1,1,0,0,4.75,0.35,0.5543,831,9,,,,,
1,1,0,0,3.75,0.42,1,6,9,,,,,
1,1,0,0,3.75,0.36,0.6013,159,9,,,,,
1,1,0,0,4.25,0.38,0.6157,716,9,,,,,
1,1,0,0,4,0.37,0.5176,912,9,,,,,
1,1,0,0,4.5,0.4,0.5556,146,9,,,,,
1,1,0,0,4.5,0.31,0.463,2536,9,,,,,
1,1,0,0,3.75,0.28,0.2031,66,9,,,,,
1,1,0,0,4,0.42,1.2105,21,9,,,,,
1,1,0,0,4.75,0.41,0.55,20,9,,,,,
1,1,0,0,4,0.3,0.4188,2100,9,,,,,
1,1,0,0,4.5,0.3,0.4411,1639,9,,,,,
1,1,0,0,5,0.4,0.3,10,9,,,,,
1,1,0,0,4.25,0.32,0.4722,4634,9,,,,,
1,1,0,0,4,0.31,0.4518,2830,9,,,,,
1,1,0,0,4,0.38,0.5804,576,9,,,,,
1,1,0,0,4.5,0.25,0,2,9,,,,,
1,1,0,0,4.25,0.3,0.4098,2305,9,,,,,
1,1,0,0,5,0.39,1.0714,14,9,,,,,
1,1,0,0,4.5,0.41,0.7586,88,9,,,,,
1,1,0,0,4.5,0.29,0.4206,868,9,,,,,
1,1,0,0,4.75,0.34,0.6247,862,9,,,,,
1,1,0,0,5,0.27,0,1,9,,,,,
1,1,0,0,4.75,0.29,0.3073,192,9,,,,,
1,1,0,0,4.75,0.37,0.5951,368,9,,,,,
1,1,0,0,4.75,0.33,0.5224,1099,9,,,,,
1,1,0,0,4.5,0.33,0.5285,3345,9,,,,,
1,1,0,0,4,0.25,0.1538,13,9,,,,,
1,1,0,0,4.5,0.26,0.2162,37,9,,,,,
1,1,0,0,4.5,0.38,0.6586,541,9,,,,,
1,1,0,0,5,0.34,0.6452,217,9,,,,,
1,1,0,0,4,0.33,0.4674,3474,9,,,,,
1,1,0,0,5,0.28,0.3333,9,9,,,,,
1,1,0,0,5,0.38,0.5542,85,9,,,,,
1,1,0,0,3.75,0.29,0.3394,109,9,,,,,
1,1,0,0,4,0.41,0.9167,12,9,,,,,
1,1,0,0,4.5,0.27,0.3,140,9,,,,,
1,1,0,0,4.25,0.4,0.4873,158,9,,,,,
1,1,0,0,4,0.28,0.3535,597,9,,,,,
1,1,0,0,4,0.32,0.4594,3364,9,,,,,
1,1,0,0,5,0.31,0.4622,121,9,,,,,
1,1,0,0,4.25,0.34,0.4983,3497,9,,,,,
1,1,0,0,4.5,0.37,0.5987,943,9,,,,,
1,1,0,0,3.75,0.3,0.289,173,9,,,,,
1,1,0,0,4.75,0.26,0.5,10,9,,,,,
1,1,0,0,4.25,0.39,0.6444,375,9,,,,,
1,1,0,0,3.75,0.33,0.4432,264,9,,,,,
1,1,0,0,4.25,0.33,0.4853,4139,9,,,,,
1,1,0,0,4.75,0.28,0.4359,117,9,,,,,
1,1,0,0,3.75,0.38,0.4375,16,9,,,,,
1,1,0,0,4.75,0.36,0.6332,598,9,,,,,
1,1,0,0,3.75,0.31,0.4781,229,9,,,,,
1,1,0,0,4,0.4,0.6184,76,9,,,,,
1,1,0,0,5,0.36,0.7022,181,9,,,,,
1,1,0,0,3.75,0.32,0.4566,266,9,,,,,
1,1,0,0,4.75,0.38,0.5186,297,9,,,,,
1,1,0,0,5,0.37,0.7034,118,9,,,,,
1,1,0,0,4,0.34,0.5429,2735,9,,,,,
1,1,0,0,4.25,0.42,0.5556,18,9,,,,,
1,1,0,0,4.5,0.36,0.6168,1668,9,,,,,
1,1,0,0,4,0.39,0.6206,286,9,,,,,
1,1,0,0,4.25,0.37,0.6403,1231,9,,,,,
1,1,0,0,4.75,0.4,0.5686,53,9,,,,,
1,1,0,0,4.75,0.27,0.4359,39,9,,,,,
1,1,0,0,4.75,0.39,0.6087,70,9,,,,,
1,1,0,0,3.75,0.39,0.7368,19,9,,,,,
1,1,0,0,4.5,0.35,0.5793,2243,9,,,,,
1,1,0,0,4.25,0.36,0.5691,1801,9,,,,,
1,1,0,0,3.75,0.34,0.449,245,9,,,,,
1,1,0,0,3.75,0.26,0.125,8,9,,,,,
1,1,0,0,5,0.3,0.5248,101,9,,,,,
1,1,0,0,4.5,0.39,0.6,285,9,,,,,
1,1,0,0,4.5,0.28,0.4535,356,9,,,,,
1,1,0,0,5,0.32,0.5161,279,9,,,,,
1,1,0,0,4.75,0.31,0.5197,690,9,,,,,
1,1,0,0,3.75,0.35,0.5476,170,9,,,,,
1,1,0,0,4,0.26,0.3882,85,9,,,,,
1,1,0,0,4.75,0.32,0.445,1031,9,,,,,
1,1,0,0,4,0.29,0.3737,1393,9,,,,,
1,1,0,0,4.25,0.41,0.6168,107,9,,,,,
1,1,0,0,4.25,0.29,0.3856,1257,9,,,,,
1,1,0,0,4.75,0.3,0.3767,447,9,,,,,
1,1,0,0,4.5,0.42,0.8333,18,9,,,,,
1,1,0,0,5,0.35,0.6703,279,9,,,,,
1,1,0,0,4,0.35,0.5492,1928,9,,,,,
1,1,0,0,4.25,0.35,0.5841,2856,9,,,,,
2,0,1,1,4.25,0.33,0.5321,733,10,,,,,
2,0,1,1,4.5,0.4,1.2727,11,10,,,,,
2,0,1,1,4,0.27,0.2,50,10,,,,,
2,0,1,1,4.75,0.28,0.2778,18,10,,,,,
2,0,1,1,4.5,0.34,0.5448,394,10,,,,,
2,0,1,1,4.75,0.29,0.0556,36,10,,,,,
2,0,1,1,4,0.26,0.1053,19,10,,,,,
2,0,1,1,4,0.31,0.4378,470,10,,,,,
2,0,1,1,3.75,0.31,0.4524,42,10,,,,,
2,0,1,1,5,0.37,0.3333,21,10,,,,,
2,0,1,1,5,0.3,1.3636,11,10,,,,,
2,0,1,1,4.5,0.32,0.6155,584,10,,,,,
2,0,1,1,3.75,0.28,0.25,8,10,,,,,
2,0,1,1,4.75,0.31,0.5455,122,10,,,,,
2,0,1,1,5,0.36,0.8182,33,10,,,,,
2,0,1,1,4.75,0.32,0.6188,182,10,,,,,
2,0,1,1,4,0.36,0.6328,177,10,,,,,
2,0,1,1,5,0.34,0.7059,34,10,,,,,
2,0,1,1,5,0.32,0.3714,36,10,,,,,
2,0,1,1,4.25,0.3,0.4422,389,10,,,,,
2,0,1,1,4.75,0.36,0.8902,84,10,,,,,
2,0,1,1,4.25,0.37,0.6552,145,10,,,,,
2,0,1,1,4.25,0.4,0.7778,18,10,,,,,
2,0,1,1,4.75,0.26,0,1,10,,,,,
2,0,1,1,4,0.37,0.91,100,10,,,,,
2,0,1,1,4.5,0.31,0.4591,440,10,,,,,
2,0,1,1,4,0.38,0.6269,67,10,,,,,
2,0,1,1,3.75,0.4,0,1,10,,,,,
2,0,1,1,4.25,0.31,0.4465,539,10,,,,,
2,0,1,1,3.75,0.34,0.4848,34,10,,,,,
2,0,1,1,4.25,0.36,0.7279,285,10,,,,,
2,0,1,1,4.25,0.38,0.5341,88,10,,,,,
2,0,1,1,4.25,0.26,0,11,10,,,,,
2,0,1,1,3.75,0.27,0.6667,3,10,,,,,
2,0,1,1,4.75,0.38,1.125,32,10,,,,,
2,0,1,1,4.75,0.4,0,5,10,,,,,
2,0,1,1,4,0.35,0.5917,290,10,,,,,
2,0,1,1,5,0.29,0.4286,7,10,,,,,
2,0,1,1,4.25,0.41,0.8182,11,10,,,,,
2,0,1,1,4.5,0.38,0.8625,80,10,,,,,
2,0,1,1,4,0.32,0.4887,580,10,,,,,
2,0,1,1,4.25,0.39,0.8667,45,10,,,,,
2,0,1,1,4.75,0.37,0.7963,54,10,,,,,
2,0,1,1,5,0.33,0.4667,60,10,,,,,
2,0,1,1,4.25,0.32,0.5097,781,10,,,,,
2,0,1,1,4.25,0.34,0.5118,554,10,,,,,
2,0,1,1,3.75,0.33,0.1389,36,10,,,,,
2,0,1,1,5,0.35,0.2889,45,10,,,,,
2,0,1,1,4,0.39,0.4737,19,10,,,,,
2,0,1,1,4.5,0.33,0.5849,576,10,,,,,
2,0,1,1,4.25,0.29,0.345,230,10,,,,,
2,0,1,1,4.25,0.28,0.2255,104,10,,,,,
2,0,1,1,3.75,0.26,0,4,10,,,,,
2,0,1,1,4.5,0.36,0.6616,198,10,,,,,
2,0,1,1,4.75,0.3,0.4265,68,10,,,,,
2,0,1,1,3.75,0.32,0.4889,46,10,,,,,
